measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091715.csv	p1	0.4788	0	132.702	830	0
BD18_1510091715.csv	p2	0.84537	29.297	605.218	1460	59
BD18_1510091715.csv	p4	1.13978	97.048	68.7079	1966	195
BD18_1510091715.csv	p5	0.45262	4.446	194.49	785	9
BD18_1510091715.csv	p7	0.97745	98.546	56.5033	1687	198
BD18_1510091715.csv	p9	0.94021	97.048	53.8041	1623	195
BD18_1510091715.csv	p10	0.95476	97.578	53.4529	1648	196
BD18_1510091715.csv	p12	0.94428	95.55	53.6612	1630	192
BD18_1510091715.csv	p13	0.97338	95.55	56.5926	1680	192
BD18_1510091715.csv	p15	1.04203	97.048	33.4867	1798	195
BD18_1510091715.csv	p17	1.04902	97.048	30.9008	1810	195
BD18_1510091715.csv	p18	0.99025	97.048	49.2887	1709	195
BD18_1510091715.csv	p19	0.58645	3.479	41.0851	1015	7
BD18_1510091715.csv	p21	0.54804	7.457	466.293	949	15
BD18_1510091715.csv	p22	1.02341	97.578	39.4471	1766	196
BD18_1510091715.csv	p23	0.92392	102.071	117.388	1595	205
BD18_1510091715.csv	p24	0.49684	6.474	253.004	861	13
BD18_1510091715.csv	p25	0.68536	31.84	37.6485	1185	64
BD18_1510091715.csv	p26	0.88784	117.437	58.6838	1533	236
BD18_1510091715.csv	p28	0.95127	98.982	53.4574	1642	199
BD18_1510091715.csv	p34	0.95941	98.982	53.1123	1656	199
BD18_1510091715.csv	p35	0.60623	104.536	93.5562	1049	210
BD18_1510091715.csv	p36	0.64289	31.403	402.843	1112	63
